subject,hand,digit,hemisphere,voxel_count,min,ten_percentile,mean,median,ninety_percentile,max,stddev,vox_x,vox_y,vox_z,mm_x,mm_y,mm_z
8,left,D1,left,7159,-4.436,-0.5615,-0.155,-0.1502,0.2627,1.986,0.3569,138,91,130,-48,-35,58
8,left,D1,right,7802,-1.826,-0.3242,0.1535,0.1015,0.6479,4.126,0.4619,44,114,136,46,-12,64
8,left,D2,left,7159,-5.274,-0.7345,-0.2703,-0.2531,0.2031,2.265,0.4386,138,91,130,-48,-35,58
8,left,D2,right,7802,-1.89,-0.4754,-0.04237,-0.06103,0.3691,2.985,0.385,44,114,135,46,-12,63
8,left,D3,left,7159,-2.711,-0.5693,-0.1626,-0.1463,0.2167,2.147,0.3463,138,91,130,-48,-35,58
8,left,D3,right,7802,-1.73,-0.3288,0.13,0.07269,0.5967,5.6,0.4549,44,114,136,46,-12,64
8,left,D4,left,7159,-3.956,-0.6877,-0.1993,-0.1872,0.2942,2.626,0.4155,138,91,130,-48,-35,58
8,left,D4,right,7802,-1.351,-0.4206,0.06085,0.01737,0.5617,4.384,0.4401,53,106,143,37,-20,71
8,left,D5,left,7159,-4.191,-0.687,-0.232,-0.199,0.2207,1.951,0.4105,138,91,130,-48,-35,58
8,left,D5,right,7802,-2.044,-0.4444,0.06514,0.05598,0.5381,3.459,0.4424,53,105,143,37,-21,71
8,right,D1,left,7159,-1.536,-0.4054,0.07818,0.02812,0.5848,3.245,0.4435,151,108,123,-61,-18,51
8,right,D1,right,7802,-4.501,-0.8479,-0.348,-0.3159,0.1187,1.906,0.4307,39,111,130,51,-15,58
8,right,D2,left,7159,-1.471,-0.2151,0.2621,0.1922,0.8062,2.847,0.4518,128,98,146,-38,-28,74
8,right,D2,right,7802,-2.109,-0.349,0.03315,0.01496,0.4062,4.805,0.3569,45,114,136,45,-12,64
8,right,D3,left,7159,-1.286,-0.4565,-0.03163,-0.05684,0.404,3.381,0.3658,123,94,149,-33,-32,77
8,right,D3,right,7802,-4.23,-0.5441,-0.2251,-0.2178,0.115,0.9053,0.2988,38,111,130,52,-15,58
8,right,D4,left,7159,-2.248,-0.3442,0.1657,0.1105,0.6992,3.502,0.4629,131,100,144,-41,-26,72
8,right,D4,right,7802,-1.032,-0.3116,0.02211,0.00524,0.3518,1.879,0.2864,43,113,135,47,-13,63
8,right,D5,left,7159,-1.259,-0.3376,0.1922,0.1603,0.7363,3.785,0.4717,128,98,146,-38,-28,74
8,right,D5,right,7802,-5.837,-0.5858,-0.1818,-0.179,0.2589,1.588,0.3966,38,110,130,52,-16,58
