subject,hand,digit,hemisphere,voxel_count,min,ten_percentile,mean,median,ninety_percentile,max,stddev,vox_x,vox_y,vox_z,mm_x,mm_y,mm_z
42,left,D1,left,9456,-5.607,-0.6628,-0.09577,-0.1576,0.5254,8.181,0.6554,141,88,133,-51,-38,61
42,left,D1,right,8391,-1.747,-0.3668,0.1542,0.04787,0.7359,9.409,0.6197,54,112,146,36,-14,74
42,left,D2,left,9456,-4.227,-0.6051,-0.2138,-0.1821,0.1656,1.773,0.3805,141,92,127,-51,-34,55
42,left,D2,right,8391,-5.871,-0.5266,0.004305,-0.01642,0.5795,3.449,0.5331,37,112,133,53,-14,61
42,left,D3,left,9456,-4.924,-0.5652,-0.195,-0.1664,0.1915,1.725,0.4062,147,97,128,-57,-29,56
42,left,D3,right,8391,-7.369,-0.4591,0.03374,-0.02688,0.6153,5.264,0.5572,37,112,133,53,-14,61
42,left,D4,left,9456,-3.649,-0.6535,-0.2663,-0.244,0.1027,1.904,0.4022,141,92,127,-51,-34,55
42,left,D4,right,8391,-5.779,-0.5235,-0.02971,-0.07645,0.5367,3.07,0.5046,42,107,135,48,-19,63
42,left,D5,left,9456,-4.381,-0.6224,-0.253,-0.2104,0.08309,1.261,0.3667,140,90,127,-50,-36,55
42,left,D5,right,8391,-6.854,-0.4287,0.005534,-0.01672,0.4822,3.057,0.4527,38,112,133,52,-14,61
42,right,D1,left,9456,-1.428,-0.2018,0.2726,0.1547,0.8123,6.622,0.5704,146,94,129,-56,-32,57
42,right,D1,right,8391,-2.79,-0.4355,-0.1052,-0.1162,0.2465,3.722,0.3267,36,112,133,54,-14,61
42,right,D2,left,9456,-2.112,-0.3822,0.1008,0.02613,0.6926,4.529,0.4692,147,97,130,-57,-29,58
42,right,D2,right,8391,-2.32,-0.4492,-0.1273,-0.1192,0.1702,2.278,0.2794,55,112,146,35,-14,74
42,right,D3,left,9456,-1.379,-0.3957,0.08593,-0.007438,0.6456,5.015,0.523,143,91,129,-53,-35,57
42,right,D3,right,8391,-3.002,-0.4289,-0.1332,-0.1497,0.1786,2.723,0.2906,37,112,133,53,-14,61
42,right,D4,left,9456,-3.761,-0.4055,0.05212,0.001038,0.572,5.042,0.5157,143,91,129,-53,-35,57
42,right,D4,right,8391,-1.996,-0.3151,-0.02864,-0.02454,0.2504,2.179,0.2468,38,111,134,52,-15,62
42,right,D5,left,9456,-3.829,-0.5448,-0.01644,-0.0605,0.6196,3.135,0.5316,140,88,132,-50,-38,60
42,right,D5,right,8391,-1.978,-0.4137,-0.1155,-0.1064,0.1613,2.944,0.2616,36,112,133,54,-14,61
