subject,hand,digit,hemisphere,voxel_count,min,ten_percentile,mean,median,ninety_percentile,max,stddev,vox_x,vox_y,vox_z,mm_x,mm_y,mm_z
61,left,D1,left,7049,-0.9096,-0.3133,0.02639,-0.0105,0.3724,7.855,0.3651,138,87,129,-48,-39,57
61,left,D1,right,9308,-0.8745,-0.1095,0.3475,0.2611,0.8752,5.384,0.4797,34,109,119,56,-17,47
61,left,D2,left,7049,-1.173,-0.3126,0.003866,-0.03277,0.3338,7.86,0.3494,138,87,129,-48,-39,57
61,left,D2,right,9308,-0.6878,-0.02558,0.4786,0.3957,1.039,4.954,0.5106,39,99,122,51,-27,50
61,left,D3,left,7049,-1.568,-0.4269,0.004618,-0.04362,0.4428,9.58,0.479,138,87,129,-48,-39,57
61,left,D3,right,9308,-1.654,-0.1383,0.5066,0.4083,1.247,4.923,0.6366,34,109,119,56,-17,47
61,left,D4,left,7049,-1.062,-0.2597,0.124,0.04737,0.5509,10.59,0.4683,138,87,129,-48,-39,57
61,left,D4,right,9308,-0.7225,-0.09627,0.6009,0.41,1.483,7.023,0.7779,51,104,129,39,-22,57
61,left,D5,left,7049,-1.597,-0.4299,-0.1066,-0.1237,0.2271,3.807,0.2993,138,87,129,-48,-39,57
61,left,D5,right,9308,-1.156,-0.2526,0.2624,0.1712,0.8706,4.136,0.5047,54,98,133,36,-28,61
61,right,D1,left,7049,-4.4,-0.2956,0.2444,0.1159,0.9425,10.12,0.6431,137,87,129,-47,-39,57
61,right,D1,right,9308,-7.628,-0.8968,-0.3882,-0.318,0.09555,2.593,0.5315,50,89,125,40,-37,53
61,right,D2,left,7049,-2.164,-0.42,0.07513,-0.0152,0.7065,5.216,0.5131,138,88,128,-48,-38,56
61,right,D2,right,9308,-9.602,-1.133,-0.5662,-0.447,0.006024,2.444,0.7047,54,111,142,36,-15,70
61,right,D3,left,7049,-1.943,-0.5643,0.04699,-0.0675,0.8167,5.783,0.5886,138,88,128,-48,-38,56
61,right,D3,right,9308,-9.17,-0.8998,-0.4319,-0.3251,0.0313,1.451,0.5929,43,95,123,47,-31,51
61,right,D4,left,7049,-2.622,-0.695,0.04649,-0.06129,0.926,6.402,0.7592,137,87,129,-47,-39,57
61,right,D4,right,9308,-10.78,-1.427,-0.7249,-0.6248,-0.0201,1.442,0.7687,50,89,125,40,-37,53
61,right,D5,left,7049,-2.517,-0.1094,0.5882,0.3934,1.551,9.796,0.7744,138,87,129,-48,-39,57
61,right,D5,right,9308,-5.186,-0.6171,-0.2245,-0.1867,0.1924,3.059,0.4421,43,95,123,47,-31,51
