subject,hand,digit,hemisphere,voxel_count,min,ten_percentile,mean,median,ninety_percentile,max,stddev,vox_x,vox_y,vox_z,mm_x,mm_y,mm_z
63,left,D1,left,6980,-2.005,-0.4152,-0.1193,-0.1087,0.1654,0.8659,0.2468,153,108,111,-63,-18,39
63,left,D1,right,6622,-1.845,-0.2649,0.1784,0.1389,0.6343,3.412,0.418,33,109,128,57,-17,56
63,left,D2,left,6980,-0.8427,-0.2724,0.03626,0.01043,0.3884,2.231,0.2762,149,108,114,-59,-18,42
63,left,D2,right,6622,-0.6352,0.02761,0.5446,0.4495,1.138,7.322,0.5451,35,108,130,55,-18,58
63,left,D3,left,6980,-1.15,-0.4625,-0.1631,-0.1694,0.1382,1.424,0.245,149,108,114,-59,-18,42
63,left,D3,right,6622,-1.86,-0.3389,0.1662,0.1167,0.7323,2.768,0.4571,35,108,130,55,-18,58
63,left,D4,left,6980,-1.925,-0.57,-0.23,-0.2312,0.1074,1.339,0.2871,149,109,113,-59,-17,41
63,left,D4,right,6622,-1.711,-0.2644,0.2185,0.1501,0.7708,3.164,0.4673,46,94,138,44,-32,66
63,left,D5,left,6980,-1.105,-0.3605,-0.06838,-0.07531,0.2159,1.558,0.2467,149,108,114,-59,-18,42
63,left,D5,right,6622,-0.6973,-0.09035,0.2908,0.2377,0.7277,2.91,0.3674,46,92,140,44,-34,68
63,right,D1,left,6980,-0.5702,-0.1575,0.2575,0.1699,0.712,5.474,0.4709,143,109,117,-53,-17,45
63,right,D1,right,6622,-0.666,-0.2441,0.04981,0.03402,0.3505,1.909,0.2497,32,112,125,58,-14,53
63,right,D2,left,6980,-2.354,-0.151,0.2399,0.1842,0.6695,3.968,0.4147,144,110,117,-54,-16,45
63,right,D2,right,6622,-0.8194,-0.2518,0.0617,0.0484,0.3839,1.25,0.2509,32,112,125,58,-14,53
63,right,D3,left,6980,-2.587,-0.1662,0.2546,0.1991,0.6944,3.035,0.4128,149,106,114,-59,-20,42
63,right,D3,right,6622,-0.7274,-0.2292,0.03918,0.03733,0.3078,1.155,0.2105,32,112,125,58,-14,53
63,right,D4,left,6980,-2.809,-0.1887,0.2972,0.2366,0.8695,3.745,0.506,144,109,117,-54,-17,45
63,right,D4,right,6622,-1.048,-0.3162,-0.006168,-0.02913,0.3292,1.62,0.2724,34,111,115,56,-15,43
63,right,D5,left,6980,-2.379,-0.2722,0.1416,0.07591,0.6218,3.185,0.4104,149,106,114,-59,-20,42
63,right,D5,right,6622,-1.048,-0.2613,0.004895,0.006615,0.2628,1.286,0.2189,50,106,113,40,-20,41
