subject,hand,digit,hemisphere,voxel_count,min,ten_percentile,mean,median,ninety_percentile,max,stddev,vox_x,vox_y,vox_z,mm_x,mm_y,mm_z
39,left,D1,left,7866,-1.051,-0.2735,0.1847,0.09003,0.6652,11.03,0.5446,133,108,138,-43,-18,66
39,left,D1,right,8013,-0.8729,0.008506,0.7461,0.4934,1.744,10.65,0.9357,56,108,144,34,-18,72
39,left,D2,left,7866,-1.391,-0.1913,0.1998,0.1719,0.5732,5.772,0.3814,133,108,138,-43,-18,66
39,left,D2,right,8013,-1.672,-0.06171,0.5526,0.4312,1.274,5.422,0.6337,50,98,141,40,-28,69
39,left,D3,left,7866,-2.814,-0.6342,-0.1525,-0.145,0.3303,1.961,0.4186,139,90,129,-49,-36,57
39,left,D3,right,8013,-6.623,-0.3403,0.2939,0.2468,0.9251,6.791,0.6612,50,98,141,40,-28,69
39,left,D4,left,7866,-2.472,-0.2845,0.1439,0.09888,0.5813,7.522,0.4509,133,108,138,-43,-18,66
39,left,D4,right,8013,-3.241,-0.03765,0.6518,0.4802,1.501,7.718,0.8025,56,108,144,34,-18,72
39,left,D5,left,7866,-1.145,-0.2404,0.1847,0.147,0.6215,5.394,0.4164,129,104,139,-39,-22,67
39,left,D5,right,8013,-3.694,-0.06738,0.5396,0.3907,1.285,8.065,0.7275,50,98,141,40,-28,69
39,right,D1,left,7866,-2.507,-0.2112,0.2864,0.2209,0.8104,7.255,0.5164,129,105,140,-39,-21,68
39,right,D1,right,8013,-4.521,-0.6271,-0.1837,-0.1439,0.2247,8.515,0.4527,56,108,144,34,-18,72
39,right,D2,left,7866,-1.18,-0.013,0.5782,0.4182,1.241,17.48,0.8138,129,105,140,-39,-21,68
39,right,D2,right,8013,-2.035,-0.07339,0.3775,0.2711,0.9298,7.679,0.559,46,97,138,44,-29,66
39,right,D3,left,7866,-0.9263,-0.1388,0.3708,0.2769,0.9195,9.98,0.5833,129,105,140,-39,-21,68
39,right,D3,right,8013,-4.838,-0.3383,-0.00307,-0.001416,0.3428,4.185,0.3302,56,108,144,34,-18,72
39,right,D4,left,7866,-2.191,-0.1818,0.4275,0.3312,1.126,10.26,0.6607,129,105,140,-39,-21,68
39,right,D4,right,8013,-4.309,-0.2774,0.1578,0.1372,0.5691,8.763,0.5014,58,106,143,32,-20,71
39,right,D5,left,7866,-1.231,-0.01758,0.5989,0.4823,1.206,14.33,0.7501,129,105,140,-39,-21,68
39,right,D5,right,8013,-2.839,-0.18,0.1775,0.1771,0.5306,2.773,0.3375,58,105,143,32,-21,71
