subject,hand,digit,hemisphere,voxel_count,min,ten_percentile,mean,median,ninety_percentile,max,stddev,vox_x,vox_y,vox_z,mm_x,mm_y,mm_z
29,left,D1,left,8284,-2.862,-0.4385,-0.1667,-0.1748,0.1107,1.148,0.2503,151,106,122,-61,-20,50
29,left,D1,right,8453,-2.986,-0.4354,0.02236,-0.03113,0.5486,3.792,0.4737,54,109,143,36,-17,71
29,left,D2,left,8284,-1.854,-0.2608,0.005183,-0.02754,0.2881,1.653,0.2689,149,98,125,-59,-28,53
29,left,D2,right,8453,-1.568,-0.3373,0.2254,0.07399,0.9385,8.128,0.6589,51,98,143,39,-28,71
29,left,D3,left,8284,-1.082,-0.2617,-0.03466,-0.05324,0.2053,1.341,0.2053,147,104,129,-57,-22,57
29,left,D3,right,8453,-1.26,-0.3657,0.1658,0.03605,0.7602,9.886,0.6626,51,98,143,39,-28,71
29,left,D4,left,8284,-1.283,-0.3102,-0.04369,-0.0569,0.2237,1.199,0.2337,133,91,120,-43,-35,48
29,left,D4,right,8453,-1.61,-0.3387,0.1869,0.03647,0.8317,9.425,0.6776,51,98,143,39,-28,71
29,left,D5,left,8284,-1.316,-0.2769,-0.01622,-0.03363,0.2556,1.616,0.2456,150,100,123,-60,-26,51
29,left,D5,right,8453,-1.564,-0.3315,0.201,0.09156,0.7763,9.314,0.6631,51,98,143,39,-28,71
29,right,D1,left,8284,-1.386,-0.2685,0.15,0.05157,0.6665,5.832,0.4752,141,94,132,-51,-32,60
29,right,D1,right,8453,-2.29,-0.3309,-0.06402,-0.07986,0.2122,1.98,0.26,29,107,122,61,-19,50
29,right,D2,left,8284,-1.462,-0.3628,0.03146,-0.007224,0.4737,3.154,0.37,139,90,125,-49,-36,53
29,right,D2,right,8453,-1.705,-0.2631,-0.01619,-0.02132,0.2303,1.386,0.2149,35,108,122,55,-18,50
29,right,D3,left,8284,-1.613,-0.365,0.02769,-0.0215,0.4831,2.687,0.3631,146,102,130,-56,-24,58
29,right,D3,right,8453,-1.501,-0.2604,-0.03358,-0.03632,0.1932,0.8554,0.192,34,106,131,56,-20,59
29,right,D4,left,8284,-0.8146,-0.2601,0.1793,0.1045,0.7118,3.26,0.4114,150,100,123,-60,-26,51
29,right,D4,right,8453,-0.8956,-0.1729,0.07266,0.05125,0.3336,1.952,0.2276,48,98,142,42,-28,70
29,right,D5,left,8284,-1.683,-0.3464,0.06778,-0.004191,0.5853,2.921,0.4079,146,102,130,-56,-24,58
29,right,D5,right,8453,-2.113,-0.2846,-0.05516,-0.06323,0.1928,1.077,0.2134,48,97,141,42,-29,69
