subject,hand,digit,median_threshold
26,left,D1,120
26,left,D2,115
26,left,D3,105
26,left,D4,115
26,left,D5,105
26,right,D1,130
26,right,D2,170
26,right,D3,180
26,right,D4,175
26,right,D5,175
