subject,hand,digit,hemisphere,voxel_count,min,ten_percentile,mean,median,ninety_percentile,max,stddev,vox_x,vox_y,vox_z,mm_x,mm_y,mm_z
13,left,D1,left,7712,-10.49,-0.2514,0.03841,0.02677,0.3536,15.42,0.3575,143,111,132,-53,-15,60
13,left,D1,right,8413,-3.068,-0.4638,-0.02915,-0.05926,0.4521,3.294,0.427,30,105,124,60,-21,52
13,left,D2,left,7712,-3.691,-0.5263,-0.1413,-0.1089,0.2002,40.02,0.6055,142,111,133,-52,-15,61
13,left,D2,right,8413,-2.03,-0.3069,0.2184,0.08904,0.8693,6.229,0.587,34,113,132,56,-13,60
13,left,D3,left,7712,-22.92,-0.3212,-0.001342,0.007288,0.3137,7.53,0.4781,143,112,132,-53,-14,60
13,left,D3,right,8413,-1.601,-0.2533,0.2107,0.1089,0.7643,7.03,0.5305,34,110,132,56,-16,60
13,left,D4,left,7712,-13.51,-0.2896,0.0194,0.03046,0.3193,45.01,0.6375,143,111,132,-53,-15,60
13,left,D4,right,8413,-1.433,-0.4247,0.1096,0.0141,0.7098,5.331,0.5601,37,104,128,53,-22,56
13,left,D5,left,7712,-23.8,-0.7021,-0.242,-0.1551,0.1822,8.027,0.5664,142,111,132,-52,-15,60
13,left,D5,right,8413,-2.644,-0.3186,0.2281,0.1109,0.8862,5.691,0.5979,37,104,128,53,-22,56
13,right,D1,left,7713,-4.211,-0.3411,0.04535,-0.01737,0.5306,5.953,0.5081,142,112,133,-52,-14,61
13,right,D1,right,8413,-1.94,-0.2405,0.01115,0.02067,0.2645,1.654,0.2323,31,103,124,59,-23,52
13,right,D2,left,7713,-5.821,-0.7509,-0.1404,-0.1519,0.4837,4.403,0.6004,140,108,134,-50,-18,62
13,right,D2,right,8413,-1.135,-0.3009,0.009151,0.005181,0.311,2.286,0.2673,37,100,136,53,-26,64
13,right,D3,left,7713,-3.831,-0.3916,0.08442,-0.01557,0.6771,5.801,0.5484,140,108,134,-50,-18,62
13,right,D3,right,8413,-3.291,-0.5111,-0.1521,-0.1315,0.1848,3.247,0.3437,31,103,124,59,-23,52
13,right,D4,left,7713,-4.733,-0.5317,-0.01871,-0.06872,0.5733,6.882,0.5901,141,101,135,-51,-25,63
13,right,D4,right,8413,-2.096,-0.3856,-0.06004,-0.05262,0.2427,1.755,0.2947,36,102,135,54,-24,63
13,right,D5,left,7713,-7.43,-0.7249,-0.1849,-0.1821,0.3964,4.837,0.5876,140,101,135,-50,-25,63
13,right,D5,right,8413,-4.522,-0.6119,-0.2648,-0.219,0.0562,0.8322,0.3224,32,102,123,58,-24,51
