subject,hand,digit,hemisphere,voxel_count,min,ten_percentile,mean,median,ninety_percentile,max,stddev,vox_x,vox_y,vox_z,mm_x,mm_y,mm_z
54,left,D1,left,7730,-2.565,-0.5988,-0.1498,-0.1655,0.3302,2.451,0.4076,146,105,128,-56,-21,56
54,left,D1,right,6529,-2.511,-0.36,0.2257,0.1929,0.8443,4.899,0.546,47,91,139,43,-35,67
54,left,D2,left,7730,-1.494,-0.4269,-0.05747,-0.09181,0.3579,3.824,0.348,146,105,128,-56,-21,56
54,left,D2,right,6529,-1.839,-0.2114,0.4577,0.3695,1.185,9.001,0.652,42,102,140,48,-24,68
54,left,D3,left,7730,-1.341,-0.4599,-0.1141,-0.1557,0.2872,3.123,0.3274,146,105,128,-56,-21,56
54,left,D3,right,6529,-1.955,-0.3094,0.2729,0.1842,0.9455,8.3,0.5748,42,102,140,48,-24,68
54,left,D4,left,7730,-1.573,-0.4284,0.02317,-0.002956,0.4953,4.392,0.4022,146,105,128,-56,-21,56
54,left,D4,right,6529,-2.991,-0.2634,0.5127,0.4116,1.335,15.52,0.8114,42,102,140,48,-24,68
54,left,D5,left,7730,-1.999,-0.5433,-0.03511,-0.0825,0.5571,2.878,0.4731,146,105,128,-56,-21,56
54,left,D5,right,6529,-3.354,-0.3762,0.4683,0.4244,1.294,15.03,0.8567,42,102,140,48,-24,68
54,right,D1,left,7730,-1.878,-0.1539,0.4058,0.2658,1.02,8.19,0.7428,126,98,145,-36,-28,73
54,right,D1,right,6529,-2.935,-0.5691,-0.07513,-0.06583,0.403,3.349,0.49,47,91,139,43,-35,67
54,right,D2,left,7730,-1.549,-0.2386,0.3582,0.2369,0.9691,9.074,0.6913,126,98,145,-36,-28,73
54,right,D2,right,6529,-4.398,-0.6313,-0.1815,-0.1376,0.2672,1.677,0.4616,46,117,141,44,-9,69
54,right,D3,left,7730,-1.664,-0.2961,0.362,0.2224,1.134,10.6,0.7417,127,98,144,-37,-28,72
54,right,D3,right,6529,-2.879,-0.5872,-0.08118,-0.06684,0.4654,2.618,0.4983,47,91,139,43,-35,67
54,right,D4,left,7730,-1.822,-0.2805,0.4438,0.2671,1.284,10.24,0.8349,125,98,145,-35,-28,73
54,right,D4,right,6529,-4.076,-0.7495,-0.1852,-0.1563,0.4085,3.317,0.5712,47,91,139,43,-35,67
54,right,D5,left,7730,-1.639,-0.2688,0.5765,0.3735,1.543,13.91,1.034,127,98,144,-37,-28,72
54,right,D5,right,6529,-3.455,-0.6035,-0.1077,-0.1203,0.4175,3.659,0.4929,47,91,139,43,-35,67
