subject,hand,digit,hemisphere,voxel_count,min,ten_percentile,mean,median,ninety_percentile,max,stddev,vox_x,vox_y,vox_z,mm_x,mm_y,mm_z
35,left,D1,left,6719,-1.727,-0.3128,0.1374,0.06059,0.6229,7.126,0.506,137,110,134,-47,-16,62
35,left,D1,right,7769,-2.629,-0.1873,0.4183,0.2475,1.154,10.01,0.7473,57,116,144,33,-10,72
35,left,D2,left,6719,-4.366,-0.7607,-0.2902,-0.2149,0.08564,0.6391,0.3892,134,101,140,-44,-25,68
35,left,D2,right,7769,-4.444,-0.5932,-0.0828,-0.08468,0.4489,4.728,0.4968,46,110,139,44,-16,67
35,left,D3,left,6719,-5.152,-0.3735,0.02087,0.03395,0.4149,4.321,0.3985,129,113,142,-39,-13,70
35,left,D3,right,7769,-7.363,-0.3075,0.2481,0.1478,0.8603,7.852,0.644,43,111,138,47,-15,66
35,left,D4,left,6719,-7.159,-1.248,-0.4845,-0.342,0.1364,1.23,0.6734,131,117,139,-41,-9,67
35,left,D4,right,7769,-19.05,-0.9796,-0.319,-0.2425,0.2725,2.481,0.6165,49,104,140,41,-22,68
35,left,D5,left,6719,-1.309,-0.2887,0.1005,0.06327,0.4973,4.129,0.3751,136,108,136,-46,-18,64
35,left,D5,right,7769,-1.823,-0.3633,0.2917,0.1318,1.097,8.041,0.7535,43,111,138,47,-15,66
35,right,D1,left,6718,-12.61,-0.2142,0.4432,0.2655,1.183,21.37,1.014,149,110,120,-59,-16,48
35,right,D1,right,7770,-3.822,-0.2017,0.26,0.2179,0.7651,2.599,0.4329,53,117,142,37,-9,70
35,right,D2,left,6718,-5.857,-1.009,-0.337,-0.287,0.2362,4.373,0.5827,137,111,132,-47,-15,60
35,right,D2,right,7770,-3.169,-0.9363,-0.4255,-0.3848,0.04447,1.772,0.4299,43,101,140,47,-25,68
35,right,D3,left,6718,-5.13,-0.7748,-0.1993,-0.2079,0.3465,6.497,0.5338,138,111,133,-48,-15,61
35,right,D3,right,7770,-5.47,-0.7824,-0.3132,-0.2907,0.1635,2.441,0.4481,57,115,144,33,-11,72
35,right,D4,left,6718,-20.62,-0.9332,-0.2751,-0.218,0.3802,4.981,0.7486,151,111,117,-61,-15,45
35,right,D4,right,7770,-3.812,-0.6606,-0.2196,-0.1861,0.2037,2.413,0.3946,44,113,138,46,-13,66
35,right,D5,left,6718,-2.78,-0.1557,0.5177,0.2912,1.367,24.22,0.9664,149,110,120,-59,-16,48
35,right,D5,right,7770,-1.392,-0.1952,0.2913,0.2127,0.8479,4.86,0.5015,45,109,140,45,-17,68
